brand,model,year,selling_price,categoria_precio
Maruti,Baleno Alpha 1.3,2016-01-01,610000,Caro
Mahindra,XUV500 W8 4WD,2012-01-01,600000,Caro
Maruti,Baleno Delta 1.2,2019-01-01,600000,Caro
Hyundai,Grand i10 1.2 Kappa Sportz AT,2019-01-01,600000,Caro
Mahindra,Bolero Power Plus Plus AC BSIV PS,2017-01-01,600000,Caro
Maruti,Baleno Delta Automatic,2018-01-01,600000,Caro
Hyundai,Verna 1.6 VTVT S,2015-01-01,600000,Caro
Maruti,Baleno Delta 1.2,2018-01-01,600000,Caro
Hyundai,Grand i10 Nios Sportz,2020-01-01,600000,Caro
Nissan,Terrano XL 85 PS,2014-01-01,600000,Caro
Maruti,Ertiga VXI,2014-01-01,600000,Caro
Ford,Ecosport 1.5 DV5 MT Titanium,2014-01-01,600000,Caro
Hyundai,Verna 1.6 SX,2012-01-01,600000,Caro
Hyundai,Verna 1.6 SX VTVT (O),2014-01-01,600000,Caro
Honda,City i DTEC VX,2014-01-01,600000,Caro
Honda,Mobilio V i DTEC,2014-01-01,600000,Caro
Hyundai,i20 Magna 1.2,2016-01-01,600000,Caro
Mahindra,Scorpio S4 4WD,2015-01-01,600000,Caro
Maruti,Swift VDI Optional,2017-01-01,600000,Caro
Ford,Figo 1.5 Sports Edition MT,2017-01-01,600000,Caro
Hyundai,Verna 1.6 SX VTVT (O),2014-01-01,600000,Caro
Maruti,Ertiga SHVS VDI,2016-01-01,600000,Caro
Maruti,Ertiga VDI,2015-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Hyundai,i20 Asta Option 1.2,2016-01-01,600000,Caro
Honda,City i DTEC VX,2014-01-01,600000,Caro
Hyundai,i20 Asta Option 1.4 CRDi,2016-01-01,600000,Caro
Renault,Triber RXT BSIV,2019-01-01,600000,Caro
Mahindra,Xylo D4,2017-01-01,600000,Caro
Hyundai,Verna 1.6 VTVT S,2015-01-01,600000,Caro
Maruti,Swift VXI,2019-01-01,600000,Caro
Ford,Ecosport 1.5 DV5 MT Titanium,2014-01-01,600000,Caro
Honda,Mobilio V i VTEC,2015-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Honda,City i DTec SV,2014-01-01,600000,Caro
Renault,Duster 85PS Diesel RxZ,2017-01-01,600000,Caro
Maruti,Swift ZXI Plus,2018-01-01,600000,Caro
Renault,Duster 85PS Diesel RxL Optional,2013-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Hyundai,i20 Asta 1.2,2015-01-01,600000,Caro
Maruti,Swift VDI BSIV,2017-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Mahindra,Scorpio EX,2014-01-01,600000,Caro
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2018-01-01,600000,Caro
Hyundai,i20 1.2 Spotz,2017-01-01,600000,Caro
Nissan,Terrano XL 110 PS,2013-01-01,600000,Caro
Mahindra,Bolero B6,2016-01-01,600000,Caro
Mahindra,Xylo E4 BS III,2012-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Honda,BRV i-VTEC V MT,2017-01-01,600000,Caro
Maruti,Swift VDI BSIV,2017-01-01,600000,Caro
Hyundai,i20 Magna 1.2,2016-01-01,600000,Caro
Hyundai,Xcent 1.2 VTVT S,2019-01-01,600000,Caro
Ford,Figo 1.5D Titanium MT,2017-01-01,600000,Caro
Mahindra,Scorpio VLX 2WD AIRBAG BSIV,2014-01-01,600000,Caro
Maruti,Swift VXI BSIV,2019-01-01,600000,Caro
Hyundai,Sonata CRDi M/T,2010-01-01,600000,Caro
Mahindra,Scorpio M2DI,2012-01-01,600000,Caro
Hyundai,Grand i10 1.2 Kappa Asta,2019-01-01,600000,Caro
Mahindra,XUV500 W6 2WD,2014-01-01,600000,Caro
Hyundai,i20 Active 1.2 SX,2016-01-01,600000,Caro
Maruti,Swift ZXI Plus,2018-01-01,600000,Caro
Mahindra,Thar CRDe AC,2014-01-01,600000,Caro
Honda,Mobilio V i DTEC,2015-01-01,600000,Caro
Maruti,Baleno Zeta 1.3,2016-01-01,600000,Caro
Mahindra,XUV500 W6 2WD,2014-01-01,600000,Caro
Maruti,Ertiga VDI,2012-01-01,600000,Caro
Mahindra,XUV500 W8 2WD,2012-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Nissan,X-Trail SLX MT,2010-01-01,600000,Caro
Skoda,Rapid 1.6 MPI AT Elegance Plus,2015-01-01,600000,Caro
Honda,City i DTec SV,2014-01-01,600000,Caro
Honda,Amaze SX i-VTEC,2016-01-01,600000,Caro
Hyundai,i20 Active 1.2 S,2017-01-01,600000,Caro
Hyundai,i20 Magna 1.2,2016-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Ford,Figo 1.2P Titanium MT,2019-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Maruti,Swift VDI,2018-01-01,600000,Caro
Mahindra,Scorpio S4 4WD,2015-01-01,600000,Caro
Maruti,Swift DDiS VDI,2017-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Nissan,Terrano XL 85 PS,2014-01-01,600000,Caro
Nissan,Sunny XL,2016-01-01,600000,Caro
Mahindra,Scorpio VLX 2WD AIRBAG BSIV,2014-01-01,600000,Caro
Maruti,Swift AMT VXI,2018-01-01,600000,Caro
Honda,Jazz VX,2018-01-01,600000,Caro
Hyundai,Xcent 1.1 CRDi SX Option,2016-01-01,600000,Caro
Hyundai,i20 Active 1.2 S,2017-01-01,600000,Caro
Maruti,Swift Dzire VDI,2017-01-01,600000,Caro
Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV,2012-01-01,600000,Caro
Volkswagen,Polo 1.5 TDI Highline,2015-01-01,600000,Caro
Honda,City i DTEC VX,2014-01-01,600000,Caro
Ford,Endeavour Titanium 4X2,2011-01-01,600000,Caro
Mahindra,KUV 100 mFALCON G80 K8 5str,2017-01-01,600000,Caro
Ford,Aspire Titanium Diesel BSIV,2016-01-01,600000,Caro
Ford,EcoSport 1.5 TDCi Titanium BSIV,2013-01-01,600000,Caro
Hyundai,Verna 1.6 SX,2012-01-01,600000,Caro
Ford,EcoSport 1.5 TDCi Titanium BSIV,2013-01-01,600000,Caro
Renault,Duster 85PS Diesel RxL Optional,2013-01-01,600000,Caro
Hyundai,Elite i20 Sportz Plus Dual Tone BSIV,2019-01-01,600000,Caro
Mahindra,Xylo H4,2019-01-01,599000,Caro
Mahindra,Xylo H4,2019-01-01,599000,Caro
Skoda,Superb 1.8 TSI,2013-01-01,599000,Caro
Skoda,Rapid 1.5 TDI AT Ambition,2015-01-01,599000,Caro
Skoda,Rapid 1.5 TDI AT Ambition,2015-01-01,599000,Caro
Honda,Jazz 1.5 VX i DTEC,2016-01-01,596000,Caro
Hyundai,Grand i10 Asta Option,2017-01-01,595000,Caro
Maruti,Swift VDI BSIV,2016-01-01,595000,Caro
Hyundai,i20 Active 1.2 S,2017-01-01,595000,Caro
Maruti,Ertiga VXI CNG,2014-01-01,595000,Caro
Nissan,Terrano XE D,2015-01-01,590000,Caro
Maruti,Ignis 1.3 Delta,2018-01-01,590000,Caro
Maruti,Ignis 1.3 Delta,2018-01-01,590000,Caro
Toyota,Innova 2.5 GX (Diesel) 8 Seater BS IV,2008-01-01,590000,Caro
Volkswagen,Ameo 1.5 TDI Comfortline,2017-01-01,590000,Caro
Maruti,Ertiga VXI CNG,2018-01-01,587000,Caro
Maruti,Ciaz VXi Plus,2015-01-01,585000,Caro
Honda,Jazz Select Edition,2017-01-01,585000,Caro
Ford,EcoSport 1.5 TDCi Titanium BSIV,2015-01-01,585000,Caro
Maruti,Baleno Delta 1.2,2017-01-01,585000,Caro
Mahindra,Xylo D4,2017-01-01,585000,Caro
Mahindra,Bolero SLX,2016-01-01,585000,Caro
Mahindra,Bolero SLX,2016-01-01,585000,Caro
Ford,Ecosport 1.5 DV5 MT Titanium,2014-01-01,580000,Caro
Maruti,Baleno Zeta 1.2,2016-01-01,580000,Caro
Mahindra,XUV500 W8 2WD,2012-01-01,580000,Caro
Ford,Ecosport 1.5 DV5 MT Titanium,2014-01-01,580000,Caro
Hyundai,i20 Asta Option 1.4 CRDi,2016-01-01,580000,Caro
Volkswagen,Ameo 1.5 TDI Comfortline,2018-01-01,580000,Caro
Honda,Jazz VX CVT,2016-01-01,580000,Caro
Maruti,Swift VXI,2019-01-01,580000,Caro
Mahindra,Bolero Power Plus SLX,2016-01-01,580000,Caro
Hyundai,Verna SX Diesel,2013-01-01,580000,Caro
Maruti,Swift Dzire ZDI,2014-01-01,580000,Caro
Mahindra,Thar 4X4,2013-01-01,580000,Caro
Maruti,Swift AMT VXI,2019-01-01,575000,Caro
Maruti,Swift ZDi BSIV,2015-01-01,575000,Caro
Maruti,Wagon R ZXI 1.2,2019-01-01,575000,Caro
Maruti,Swift VDI BSIV,2014-01-01,575000,Caro
Hyundai,Grand i10 1.2 CRDi Sportz Option,2017-01-01,575000,Caro
Maruti,Baleno Alpha 1.3,2016-01-01,575000,Caro
Hyundai,Verna 1.6 SX CRDi (O),2012-01-01,575000,Caro
Hyundai,i20 1.2 Spotz,2017-01-01,575000,Caro
Tata,Tiago NRG Petrol,2019-01-01,575000,Caro
Volkswagen,Ameo 1.5 TDI Highline 16 Alloy,2017-01-01,575000,Caro
Hyundai,Grand i10 1.2 CRDi Sportz Option,2017-01-01,575000,Caro
Honda,City i DTEC SV,2015-01-01,575000,Caro
Mahindra,Jeep CJ 500 DI,2006-01-01,575000,Caro
Ford,Figo Aspire 1.5 Ti-VCT Titanium,2017-01-01,570000,Caro
Tata,Tigor 1.2 Revotron XZ Option,2018-01-01,570000,Caro
Mahindra,Scorpio 1.99 S6 Plus,2017-01-01,570000,Caro
Renault,Duster 85PS Diesel RxL Plus,2013-01-01,570000,Caro
Hyundai,i20 Active 1.2 S,2017-01-01,570000,Caro
Hyundai,i20 Active 1.2 S,2017-01-01,570000,Caro
Tata,Nexon 1.2 Revotron XM,2018-01-01,570000,Caro
Maruti,Ciaz VDi Option SHVS,2015-01-01,565000,Caro
Maruti,Swift VDI,2016-01-01,565000,Caro
Hyundai,i20 Active 1.2 SX,2015-01-01,565000,Caro
Mahindra,Scorpio VLX 2WD AIRBAG SE BSIV,2012-01-01,565000,Caro
Mahindra,Scorpio VLX 2WD AIRBAG SE BSIV,2012-01-01,565000,Caro
Maruti,Ciaz VDi Option SHVS,2015-01-01,565000,Caro
Honda,City i DTEC V,2014-01-01,560000,Caro
Hyundai,i20 Active S Petrol,2016-01-01,560000,Caro
Maruti,Baleno Alpha 1.2,2019-01-01,556000,Caro
Maruti,Baleno Alpha 1.2,2019-01-01,556000,Caro
Mahindra,Scorpio LX BSIV,2014-01-01,555000,Caro
Maruti,Ertiga ZDI,2012-01-01,555000,Caro
Maruti,Ertiga SHVS VDI,2016-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Nissan,Terrano XV Premium 110 PS,2014-01-01,550000,Caro
Hyundai,i20 Active SX Petrol,2016-01-01,550000,Caro
Hyundai,Xcent 1.2 Kappa S,2016-01-01,550000,Caro
Tata,New Safari 4X2,2007-01-01,550000,Caro
Mahindra,Scorpio VLX 2WD AIRBAG BSIV,2012-01-01,550000,Caro
Maruti,Swift ZDi,2014-01-01,550000,Caro
Mahindra,Bolero Power Plus SLX,2018-01-01,550000,Caro
Renault,Duster 85PS Diesel RxE,2014-01-01,550000,Caro
Tata,Tiago NRG Petrol,2019-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Maruti,Baleno Delta Automatic,2018-01-01,550000,Caro
Maruti,Swift Dzire AMT ZXI,2019-01-01,550000,Caro
Ford,Ecosport 1.0 Ecoboost Titanium,2014-01-01,550000,Caro
Maruti,Baleno Alpha 1.2,2015-01-01,550000,Caro
Hyundai,i20 Asta Option 1.4 CRDi,2016-01-01,550000,Caro
Maruti,Ciaz VDi,2015-01-01,550000,Caro
Ford,Figo Aspire 1.2 Ti-VCT Trend,2018-01-01,550000,Caro
Ford,Ecosport 1.5 DV5 MT Titanium,2014-01-01,550000,Caro
Skoda,Superb Elegance 2.0 TDI CR AT,2011-01-01,550000,Caro
Maruti,Swift VXI,2019-01-01,550000,Caro
Chevrolet,Cruze LTZ,2014-01-01,550000,Caro
Maruti,Swift VVT ZXI,2017-01-01,550000,Caro
Maruti,Ertiga 1.5 VDI,2020-01-01,550000,Caro
Mahindra,XUV500 W6 2WD,2014-01-01,550000,Caro
Hyundai,i20 Asta 1.4 CRDi,2015-01-01,550000,Caro
Mahindra,Scorpio M2DI,2014-01-01,550000,Caro
Renault,Scala Diesel RxL,2013-01-01,550000,Caro
Maruti,Swift VXI,2019-01-01,550000,Caro
Maruti,Swift DDiS LDI,2016-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Asta,2017-01-01,550000,Caro
Maruti,Baleno Delta 1.2,2018-01-01,550000,Caro
Hyundai,Grand i10 Asta,2017-01-01,550000,Caro
Tata,New Safari 4X4 EX,2012-01-01,550000,Caro
Nissan,Terrano XL Plus 85 PS,2014-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Toyota,Corolla Altis Diesel D4DGL,2011-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2019-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Hyundai,Grand i10 Asta,2017-01-01,550000,Caro
Ford,Endeavour 2.5L 4X2 MT,2011-01-01,550000,Caro
Hyundai,Verna 1.6 SX CRDi (O),2013-01-01,550000,Caro
Maruti,Swift Dzire VDI,2015-01-01,550000,Caro
Maruti,Swift DDiS LDI,2016-01-01,550000,Caro
Tata,Safari Storme EX,2014-01-01,550000,Caro
Hyundai,Verna 1.6 SX CRDi (O),2014-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Maruti,Baleno Delta 1.2,2018-01-01,550000,Caro
Hyundai,Verna 1.6 SX VTVT,2014-01-01,550000,Caro
Hyundai,Verna SX Diesel,2013-01-01,550000,Caro
Maruti,Swift Dzire LDI,2018-01-01,550000,Caro
Hyundai,Elite i20 Petrol Magna Exective,2018-01-01,550000,Caro
Honda,Amaze VX O iDTEC,2017-01-01,550000,Caro
Toyota,Innova 2.0 GX 8 STR BSIV,2011-01-01,550000,Caro
Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2015-01-01,550000,Caro
Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2014-01-01,550000,Caro
Hyundai,Elite i20 Sportz Plus BSIV,2015-01-01,550000,Caro
Honda,Mobilio S i VTEC,2015-01-01,550000,Caro
Mahindra,Scorpio EX,2012-01-01,550000,Caro
Tata,New Safari 4X2,2007-01-01,550000,Caro
Honda,Amaze VX O iDTEC,2017-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Hyundai,Verna 1.4 CRDi,2014-01-01,550000,Caro
Mahindra,Scorpio SLE BSIII,2009-01-01,550000,Caro
Hyundai,i20 Active SX Petrol,2016-01-01,550000,Caro
Ford,Fiesta Titanium 1.5 TDCi,2011-01-01,550000,Caro
Toyota,Innova 2.5 V Diesel 7-seater,2009-01-01,550000,Caro
Ford,Fiesta Titanium 1.5 TDCi,2011-01-01,550000,Caro
Maruti,Ciaz ZDi,2014-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Sportz AT,2018-01-01,550000,Caro
Hyundai,Grand i10 Asta,2016-01-01,550000,Caro
Renault,Scala Diesel RxL,2013-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Mahindra,Bolero 2011-2019 SLX 2WD BSIII,2013-01-01,550000,Caro
Maruti,Baleno RS 1.0 Petrol,2018-01-01,550000,Caro
Ford,Figo Aspire 1.5 TDCi Ambiente ABS,2017-01-01,550000,Caro
Hyundai,Verna 1.6 SX CRDi (O),2012-01-01,550000,Caro
Mahindra,Bolero 2011-2019 SLX,2015-01-01,550000,Caro
Ford,Ecosport 1.5 DV5 MT Titanium,2015-01-01,550000,Caro
Honda,Amaze VX O iDTEC,2017-01-01,550000,Caro
Ford,Aspire Titanium Plus BSIV,2015-01-01,550000,Caro
Renault,Duster RXL AWD,2014-01-01,550000,Caro
Mahindra,XUV500 W8 2WD,2013-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Maruti,Swift ZXi BSIV,2017-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,2018-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Magna AT,2017-01-01,550000,Caro
Maruti,Swift VDI BSIV,2015-01-01,550000,Caro
Maruti,Ertiga VDI,2012-01-01,550000,Caro
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2019-01-01,550000,Caro
Hyundai,i20 Active 1.2 SX,2018-01-01,550000,Caro
Maruti,Ciaz VXi,2015-01-01,550000,Caro
Maruti,Swift ZXI Plus,2020-01-01,550000,Caro
Mahindra,Scorpio SLE BSIV,2012-01-01,550000,Caro
Mahindra,XUV500 W6 2WD,2012-01-01,550000,Caro
Maruti,Swift VXI,2018-01-01,550000,Caro
Renault,Duster 85PS Diesel RxL Optional,2013-01-01,550000,Caro
Maruti,Swift VXI,2019-01-01,550000,Caro
Mahindra,Scorpio SLE BSIV,2014-01-01,550000,Caro
Hyundai,i20 Asta 1.4 CRDi,2015-01-01,550000,Caro
Hyundai,Xcent 1.2 Kappa S,2016-01-01,550000,Caro
Maruti,Baleno Zeta 1.2,2017-01-01,550000,Caro
Fiat,Linea 1.3 Multijet Emotion,2015-01-01,550000,Caro
Ford,Figo 1.5D Trend MT,2017-01-01,545000,Caro
Hyundai,Elite i20 Magna Plus BSIV,2020-01-01,545000,Caro
Hyundai,Grand i10 1.2 Kappa Magna BSIV,2020-01-01,545000,Caro
Maruti,Swift Dzire LDI,2018-01-01,545000,Caro
Renault,KWID Climber 1.0 MT Opt BSIV,2020-01-01,541000,Caro
Maruti,Swift VXI,2018-01-01,540000,Caro
Maruti,Swift VDI BSIV,2014-01-01,540000,Caro
Hyundai,Grand i10 Asta Option,2017-01-01,540000,Caro
Maruti,Swift Dzire VDI,2016-01-01,540000,Caro
Hyundai,i20 1.2 Magna Executive,2017-01-01,540000,Caro
Hyundai,i20 Magna 1.2,2015-01-01,540000,Caro
Honda,Jazz 1.2 V i VTEC,2016-01-01,540000,Caro
Hyundai,Grand i10 Asta Option,2017-01-01,540000,Caro
Mahindra,TUV 300 T6 Plus,2015-01-01,540000,Caro
Hyundai,i20 Magna 1.2,2015-01-01,540000,Caro
Tata,Tiago 1.2 Revotron XZ,2019-01-01,539000,Caro
Tata,Tiago 1.2 Revotron XZ,2018-01-01,539000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Hyundai,i20 Active S Petrol,2016-01-01,535000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Maruti,Swift Dzire VDI,2015-01-01,535000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Volkswagen,Vento 1.5 TDI Highline,2015-01-01,535000,Caro
Maruti,Ertiga VDI Limited Edition,2014-01-01,535000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Hyundai,i20 1.2 Magna Executive,2016-01-01,535000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Hyundai,Creta 1.6 CRDi SX,2016-01-01,535000,Caro
Ford,Figo Aspire 1.2 Ti-VCT Trend,2017-01-01,530000,Caro
Hyundai,Verna 1.6 SX VTVT (O),2013-01-01,530000,Caro
Hyundai,i20 Asta 1.4 CRDi,2015-01-01,530000,Caro
Nissan,Terrano XL Plus 85 PS,2015-01-01,530000,Caro
Nissan,Terrano XL Plus 85 PS,2015-01-01,530000,Caro
Ford,Figo Aspire 1.2 Ti-VCT Titanium Plus,2015-01-01,530000,Caro
Honda,City i VTEC V,2014-01-01,530000,Caro
Ford,EcoSport 1.5 TDCi Titanium BSIV,2015-01-01,530000,Caro
Ford,Figo Aspire 1.5 TDCi Titanium,2020-01-01,530000,Caro
Ford,Figo Aspire 1.2 Ti-VCT Titanium Plus,2015-01-01,530000,Caro
Maruti,Swift Dzire VDI,2015-01-01,530000,Caro
Ford,Figo Aspire 1.2 Ti-VCT Trend,2017-01-01,530000,Caro
Hyundai,Verna 1.6 VTVT S,2017-01-01,530000,Caro
Maruti,Ertiga VXI CNG,2013-01-01,525000,Caro
Maruti,Swift Dzire VDI,2013-01-01,525000,Caro
Nissan,Terrano XL 85 PS,2016-01-01,525000,Caro
Hyundai,Grand i10 Asta Option AT,2017-01-01,525000,Caro
Toyota,Etios GD,2014-01-01,525000,Caro
Maruti,Swift VXi BSIV,2017-01-01,525000,Caro
Volkswagen,Vento 1.5 TDI Highline,2015-01-01,525000,Caro
Volkswagen,Vento 1.5 TDI Highline,2013-01-01,525000,Caro
Hyundai,Grand i10 1.2 Kappa Magna BSIV,2019-01-01,525000,Caro
Ford,Ecosport 1.5 DV5 MT Titanium,2014-01-01,525000,Caro
Hyundai,i20 2015-2017 Magna 1.2,2015-01-01,525000,Caro
Mahindra,Scorpio SLE BSIV,2012-01-01,525000,Caro
Maruti,Swift Dzire VDI,2013-01-01,525000,Caro
Tata,Tiago XZA AMT,2018-01-01,525000,Caro
Tata,Tigor 1.2 Revotron XT,2018-01-01,525000,Caro
Hyundai,Verna 1.6 SX CRDi (O),2013-01-01,525000,Caro
Hyundai,i20 Asta (o),2014-01-01,525000,Caro
Renault,Duster 110PS Diesel RxL,2014-01-01,525000,Caro
Maruti,Ciaz VDi Plus,2015-01-01,525000,Caro
Mitsubishi,Outlander 2.4,2012-01-01,525000,Caro
Renault,Duster 110PS Diesel RxL,2014-01-01,525000,Caro
Hyundai,i20 Asta (o),2014-01-01,525000,Caro
Mahindra,NuvoSport N8,2016-01-01,525000,Caro
Honda,Jazz 1.5 VX i DTEC,2016-01-01,525000,Caro
Ford,Freestyle Titanium Plus Diesel BSIV,2019-01-01,525000,Caro
Hyundai,Grand i10 1.2 Kappa Sportz Option,2017-01-01,525000,Caro
Maruti,Wagon R VXI AMT1.2BSIV,2017-01-01,525000,Caro
Mahindra,Scorpio VLS AT 2.2 mHAWK,2011-01-01,525000,Caro
Maruti,Swift Dzire VDI,2016-01-01,525000,Caro
Nissan,Terrano XL 85 PS,2016-01-01,525000,Caro
Maruti,Wagon R VXI AMT1.2BSIV,2017-01-01,525000,Caro
Tata,Tiago XZA AMT,2018-01-01,525000,Caro
Honda,City i DTEC S,2014-01-01,520000,Caro
Hyundai,Grand i10 Magna AT,2017-01-01,520000,Caro
Hyundai,Grand i10 Magna AT,2017-01-01,520000,Caro
Hyundai,Grand i10 Magna AT,2017-01-01,520000,Caro
Hyundai,Verna 1.6 SX,2012-01-01,520000,Caro
Honda,City i DTEC S,2014-01-01,520000,Caro
Maruti,Baleno Delta Automatic,2018-01-01,520000,Caro
Hyundai,Santro Magna CNG BSIV,2019-01-01,520000,Caro
Toyota,Innova Crysta 2.5 VX BS IV,2011-01-01,520000,Caro
Hyundai,Grand i10 Magna AT,2017-01-01,520000,Caro
Hyundai,Grand i10 Magna AT,2017-01-01,520000,Caro
Honda,City i DTEC VX,2014-01-01,520000,Caro
Toyota,Innova 2.5 G (Diesel) 8 Seater,2014-01-01,520000,Caro
Hyundai,Grand i10 Magna AT,2017-01-01,520000,Caro
Hyundai,Grand i10 Magna AT,2017-01-01,520000,Caro
Hyundai,Santro Sportz BSIV,2020-01-01,520000,Caro
Hyundai,Grand i10 Magna AT,2017-01-01,520000,Caro
Maruti,Swift Dzire VDI,2015-01-01,520000,Caro
Hyundai,Grand i10 Magna AT,2017-01-01,520000,Caro
Tata,Zest Revotron 1.2T XMS,2016-01-01,520000,Caro
Honda,City i DTEC S,2014-01-01,520000,Caro
Maruti,Swift ZDi BSIV,2016-01-01,520000,Caro
Hyundai,Grand i10 Magna AT,2017-01-01,520000,Caro
Hyundai,Grand i10 Magna AT,2017-01-01,520000,Caro
Hyundai,i20 Sportz 1.2,2015-01-01,516000,Caro
Honda,City i DTEC V,2014-01-01,515000,Caro
Mahindra,Thar DI 4X2,2018-01-01,515000,Caro
Hyundai,Xcent 1.1 CRDi Base,2016-01-01,515000,Caro
Hyundai,Santro Asta,2018-01-01,515000,Caro
Ford,Figo 1.5D Titanium MT,2016-01-01,515000,Caro
Hyundai,Xcent 1.2 VTVT E Plus,2018-01-01,511000,Caro
Maruti,Baleno Delta Diesel,2015-01-01,511000,Caro
Volkswagen,Vento 1.6 Highline,2015-01-01,509999,Caro
Maruti,Swift VDI BSIV,2017-01-01,509999,Caro
Tata,Sumo Gold EX,2016-01-01,509999,Caro
Mahindra,Scorpio 1.99 S4,2016-01-01,509999,Caro
Mahindra,Scorpio 1.99 S4,2016-01-01,509999,Caro
Toyota,Etios 1.5 V,2016-01-01,509999,Caro
Maruti,Swift VDI Optional,2016-01-01,509999,Caro
Hyundai,Grand i10 1.2 CRDi Sportz Option,2017-01-01,509999,Caro
Tata,Tigor 1.2 Revotron XM,2018-01-01,509999,Caro
Toyota,Etios VD,2014-01-01,509999,Caro
Renault,Duster 110PS Diesel RxZ,2013-01-01,509999,Caro
Mahindra,Scorpio 1.99 S4,2016-01-01,509999,Caro
Mahindra,KUV 100 G80 K4 Plus,2018-01-01,509999,Caro
Maruti,Celerio ZXI AT,2017-01-01,509999,Caro
Toyota,Etios 1.5 V,2016-01-01,509999,Caro
Maruti,Baleno Delta 1.2,2017-01-01,509000,Caro
Honda,Mobilio V i VTEC,2014-01-01,500000,Caro
Honda,Jazz 1.2 S i VTEC,2017-01-01,500000,Caro
Renault,Duster 85PS Diesel RxL Optional,2013-01-01,500000,Caro
Tata,Tiago 1.2 Revotron XZ,2018-01-01,500000,Caro
Maruti,Ciaz 1.4 AT Zeta,2017-01-01,500000,Caro
Maruti,Swift VXI Deca,2016-01-01,500000,Caro
Hyundai,Verna SX CRDi AT,2012-01-01,500000,Caro
Maruti,Swift Dzire ZXI,2013-01-01,500000,Caro
Mahindra,Scorpio SLE BSIV,2014-01-01,500000,Caro
Toyota,Etios Cross 1.4L GD,2015-01-01,500000,Caro
Maruti,Ignis 1.2 Alpha BSIV,2017-01-01,500000,Caro
Ford,Ecosport 1.5 DV5 MT Ambiente,2013-01-01,500000,Caro
Tata,Altroz XE,2020-01-01,500000,Caro
Fiat,Punto EVO 1.3 Dynamic,2016-01-01,500000,Caro
Hyundai,Xcent 1.2 VTVT S,2018-01-01,500000,Caro
